memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,3,7,"I visited the eye surgeon, and she told me that because of my severe eye turn, she wouldn't be able to completely line my eyes up, but that she could get them close enough that an ordinary person could not tell that they were turned in some.",0.5,0.5,0.75
retold,3,8,She was afraid that I would see double the rest of my life if she completely aligned them.,0.375,0.0,0.375
retold,3,9,"Long story short, I went ahead and scheduled the eye surgery.",0.625,1.0,1.0
retold,3,10,"After hearing about all the risks involved, I had some trepidation.",0.375,0.125,0.5
retold,3,11,The surgery went very well and the thing that surprised me the most when I woke up was that I was not seeing double at all.,0.5,0.375,0.75
retold,3,12,"My vision was a little cloudy and I was groggy, but, my field of vision was so much broader.",0.375,0.125,0.5
retold,3,13,I looked into the mirror and saw that my eyes were truly aligned!,0.5,0.125,0.625
retold,3,14,This was wonderful news!,0.125,0.125,0.25
retold,3,15,Recovery went well.,0.125,0.25,0.375
retold,3,16,I basically rested and didn't do much of anything while my husband took care of the house and our girls.,0.25,0.375,0.5
retold,3,17,"The only side effect of the surgery was sore eyes for a few weeks, but my vision kept improving as time went by.",0.25,0.25,0.375
retold,3,18,I am so happy that I made the decision to get my eyes fixed.,0.25,0.125,0.375
retold,3,19,It has really changed my life in so many ways.,0.25,0.125,0.375
imagined,2,0,I am not one for bad news.,0.375,0.125,0.5
imagined,2,1,"Four months ago, I had to say goodbye to three friends in my life.",0.875,0.0,0.875
imagined,2,2,"I was my Uncle's favorite niece, my best friend was the only one I could confide in, and my dog was my partner.",0.25,0.25,0.375
imagined,2,3,"To loose all three like that, I felt that the world was against me.",0.625,0.25,0.75
imagined,2,4,I cried in private and in public.,0.625,0.75,1.0
imagined,2,5,I moaned their deaths feeling suicidal.,0.875,0.5,0.875
imagined,2,6,I arrived to my Uncle's memorial service grief stricken.,0.625,0.5,0.875
imagined,2,7,The next stop was to my best friend's wake.,0.5,0.75,0.875
imagined,2,8,My last view of my pet dog was crushing.,0.5,0.375,0.625
imagined,2,9,No amount of condolences could ever made this right.,0.125,0.25,0.25
imagined,2,10,I was sad for four months and still counting.,0.625,0.625,0.75
imagined,2,11,I am not okay with prepared or unprepared deaths.,0.375,0.125,0.375
imagined,2,12,I lost myself in these losses.,0.625,0.5,0.625
imagined,2,13,I am still so far negative.,0.25,0.375,0.375
imagined,2,14,I do positive things in their memory.,0.375,0.125,0.5
recalled,3,0,In late May I lost my dog.,0.875,0.0,0.875
recalled,3,1,"She was old for a mastiff, 13 years old.",0.25,0.25,0.375
recalled,3,2,I still wasn't ready though.,0.625,0.25,0.625
recalled,3,3,She had been going downhill steadily but it didn't feel like enough time to prepare.,0.75,0.25,0.75
recalled,3,4,I think a part of me knew that it was coming the day before.,0.625,0.375,0.75
recalled,3,5,She was acting off and wasn't interested in much.,0.375,0.125,0.5
recalled,3,6,I had made the decision that if she didn't improve in a day I would have her euthanized.,0.75,0.5,0.75
recalled,3,7,The morning it happened I woke up and she had thrown up on the bed.,0.75,0.0,0.75
recalled,3,8,She perked up for a little while and I placed her on her bed on the floor to spend some time with her before I called the vet.,0.5,0.75,1.0
recalled,3,9,I held her head on my lap and pet her.,0.0,0.625,0.625
recalled,3,10,This day was also the memorial service for my uncle that had just passed away.,0.375,0.5,0.75
recalled,3,11,So I was home alone.,0.375,0.375,0.625
recalled,3,12,It seemed like it happened so quickly.,0.125,0.375,0.5
recalled,3,13,One moment she was there.,0.0,0.375,0.375
recalled,3,14,And then the next moment she was gone and I was cradling her head on my lap sobbing uncontrollably.,0.625,0.5,0.875
recalled,3,15,I had never felt more alone in my life than I did at that moment.,0.25,0.5,0.625
retold,1,0,"I knew that my dog was doing worse that morning, but she had come around before.",0.75,0.125,0.875
retold,1,1,As the day wore on and it got closer to the time to go to the service I knew I couldn't leave her.,0.375,0.375,0.75
retold,1,2,She was laying on her dog bed and breathing heavily.,0.75,0.25,1.0
retold,1,3,Just before it was time to go I told my fiance to go without me.,0.5,0.25,0.625
retold,1,4,There was no way that I was leaving my dog alone.,0.125,0.25,0.375
retold,1,5,I laid her head on my lap.,0.375,0.25,0.625
retold,1,6,I played her songs that we had listened to together over the years.,0.25,0.5,0.75
retold,1,7,She was mostly quiet as I stroked her head.,0.0,0.5,0.5
retold,1,8,I told her stories about our life together.,0.25,0.375,0.5
retold,1,9,I told her what a great dog and friend she had been.,0.5,0.375,0.75
retold,1,10,I told her that it was okay to go.,0.25,0.375,0.625
retold,1,11,It would hurt me worse than I could imagine but I had to let her go.,0.25,0.375,0.5
retold,1,12,It was only about a half hour after my fiance left.,0.5,0.125,0.625
retold,1,13,I knew something was different.,0.375,0.375,0.75
retold,1,14,My dogs breathing changed and she seemed agitated.,0.625,0.5,0.875
retold,1,15,She let out a few rattling breathes and then she was gone.,0.625,0.25,0.625
retold,1,16,I felt like my heart was literally ripped out.,0.5,0.625,0.75
imagined,1,0,"After the birth of my granddaughter, I was happy.",0.75,0.75,0.875
imagined,1,1,"Blissfully unaware, I enjoyed the prospect of having a new infant in the family to love and spoil as only a grandmother can.",0.125,0.0,0.125
imagined,1,2,"That happiness was short-lived, however, when CPS became involved in the baby's life because of events that had happened in her mother's history.",0.875,0.125,1.0
imagined,1,3,I was shocked to find that she had things in her history that were so terrible that CPS felt the need to investigate and eventually remove the children from her care.,0.375,0.125,0.375
imagined,1,4,This threw the family into chaos.,0.25,0.375,0.375
imagined,1,5,"Three months ago, things really changed.",0.625,0.125,0.75
imagined,1,6,My son had to move in with my husband and I.,0.75,0.25,0.75
imagined,1,7,My infant granddaughter also moved in.,0.625,0.125,0.75
imagined,1,8,"Now that she's here, I find myself raising her on my own.",0.375,0.25,0.5
imagined,1,9,"I love her dearly and want nothing but the best for her, but it is hard.",0.125,0.125,0.25
imagined,1,10,This poor innocent child now has to suffer the consequences of her parents' actions.,0.375,0.125,0.375
imagined,1,11,Why is it that the good among us always find suffering at the hands of those who choose to do badly?,0.375,0.125,0.375
imagined,1,12,"I want to believe people can change, and I want to believe that someday my son and his family can care for her needs, but I am unsure.",0.125,0.125,0.125
imagined,1,13,This has been one of the hardest times in my life.,0.125,0.125,0.25
imagined,1,14,"Although it has been so difficult, my sole focus is on this beautiful child and making sure she has the love, care, and attention that all innocent children deserve.",0.125,0.0,0.125
recalled,2,0,Today my first grandchild was born into the world.,1.0,0.375,1.0
recalled,2,1,It is a happy but also a sad day.,0.125,0.125,0.125
recalled,2,2,My grandchild is a girl and that is happy.,0.375,0.125,0.5
recalled,2,3,She is healthy and that is happy.,0.0,0.25,0.25
recalled,2,4,"However, her mother is what brings the sadness.",0.25,0.125,0.375
recalled,2,5,My son's girlfriend is a possible prostitute.,0.875,0.125,0.875
recalled,2,6,She is a known drug user.,0.5,0.125,0.625
recalled,2,7,She has no job and has tattoos all over her body.,0.25,0.375,0.5
recalled,2,8,She is twenty two years old and already has two children from previous relationships.,0.5,0.25,0.625
recalled,2,9,The youngest of which she does not even know for certain who the father is.,0.5,0.125,0.625
recalled,2,10,Another sad thing is that she has child protective services involved with the two boys and now this girl.,0.75,0.375,1.0
recalled,2,11,She got high and her two year old was out wandering the streets alone.,0.5,0.125,0.625
recalled,2,12,The police were called and found her passed out on the sofa.,0.625,0.25,0.75
recalled,2,13,"Now, they are involved with this baby.",0.25,0.0,0.25
recalled,2,14,"My granddaughter, son, and his girlfriend are having to move in with me and my husband.",0.75,0.25,0.75
recalled,2,15,We have to sign papers that we will watch the child and not allow her mother around her unsupervised.,0.625,0.0,0.625
recalled,2,16,Basically I now have to raise my grandchild as my own child.,0.25,0.125,0.375
retold,3,0,Today I am watching my granddaughter while my son and his girlfriend are both at work.,0.625,0.625,1.0
retold,3,1,The child spends most of her time with me.,0.25,0.25,0.375
retold,3,2,Over the past few months CPS has twice assigned me as a guardian protector of sorts of the child due to her mother.,0.875,0.125,1.0
retold,3,3,Her mother has now been diagnosed with a mental disorder and is being watched closely for that and for drug use.,0.875,0.125,0.875
retold,3,4,It's hard having them all in the home.,0.25,0.0,0.25
retold,3,5,I have been trying to help all of them.,0.125,0.0,0.125
retold,3,6,I try to help the mother to understand how to be a mother and to keep clean of drugs.,0.375,0.375,0.5
retold,3,7,I try to help the baby to be healthy mentally and physically.,0.25,0.375,0.375
retold,3,8,I also spend time trying to help my son to be strong enough to raise the child on his own if he has to.,0.5,0.375,0.625
retold,3,9,This morning I cleaned up the baby bottles and high chair.,0.25,0.875,0.875
retold,3,10,It is something I do every day as the mother does not understand keeping things clean.,0.125,0.125,0.25
retold,3,11,I just got through feeding the baby lunch.,0.125,0.625,0.75
retold,3,12,I'll be alone with her until about six tonight.,0.125,0.25,0.375
retold,3,13,"In truth, I am a sort of part time mother to her.",0.25,0.375,0.5
retold,3,14,It will soon be time to put her down for a nap.,0.125,0.375,0.5
retold,3,15,I have grown close to her.,0.125,0.125,0.125
retold,3,16,I hope every day that she has a bright and safe future.,0.25,0.0,0.25
retold,3,17,I worry all the time about what will happen if CPS gives her back to her mother.,0.125,0.25,0.25
imagined,2,0,"After trying for a year to have a baby, I finally got pregnant.",1.0,0.25,1.0
imagined,2,1,My husband and I couldn't have been happier.,0.375,0.375,0.5
imagined,2,2,We planned out everything.,0.125,0.375,0.375
imagined,2,3,"We had the name picked out right away for each gender, we knew how we were going to decorate the room, we notified everyone, we were just ready.",0.5,0.375,0.5
imagined,2,4,"Then, 6 months ago, I had a miscarriage.",0.875,0.0,0.875
imagined,2,5,I couldn't stop crying.,0.5,0.5,0.625
imagined,2,6,I didn't know why this was happening to me.,0.0,0.125,0.125
imagined,2,7,I thought it just meant I wasn't meant to have a baby.,0.25,0.125,0.25
imagined,2,8,I stayed in bed for weeks.,0.375,0.375,0.5
imagined,2,9,My husband was almost as broken up as I was.,0.5,0.5,0.625
imagined,2,10,"When everyone found out, we were flooded with support, gifts, small favors, etc.",0.5,0.25,0.5
imagined,2,11,"That helped us, but we still couldn't get over it.",0.125,0.25,0.25
